Customer ID,Recency,Frequency,Monetary,State,Cluster,Segment_Label
13338,158,4,11254.0,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13339,201,1,4708.7,Kuala Lumpur,1,Lost / Dormant Low-Value
13340,45,9,8485.8,Selangor,2,"Champions (recent, frequent, high spend)"
13341,261,1,3774.1,Selangor,1,Lost / Dormant Low-Value
13343,178,1,1672.6,Kuala Lumpur,1,Lost / Dormant Low-Value
13344,68,3,11154.3,Johor,3,At-Risk High Value (lapsing loyal spender)
13345,288,1,1869.2,Selangor,1,Lost / Dormant Low-Value
13347,70,1,1026.0,Johor,1,Lost / Dormant Low-Value
13348,64,1,1267.6,Kuala Lumpur,1,Lost / Dormant Low-Value
13349,11,1,1084.8,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13350,16,2,3263.9,Perak,0,"New / Promising (recent, low frequency & value)"
13351,66,1,1779.9,Selangor,0,"New / Promising (recent, low frequency & value)"
13352,60,1,1905.0,Selangor,0,"New / Promising (recent, low frequency & value)"
13354,71,1,4074.9,Selangor,0,"New / Promising (recent, low frequency & value)"
13355,122,1,3137.2,Johor,1,Lost / Dormant Low-Value
13356,80,1,3459.0,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13357,257,5,20584.2,Pahang,3,At-Risk High Value (lapsing loyal spender)
13358,269,1,2119.1,Selangor,1,Lost / Dormant Low-Value
13359,64,2,5165.5,Penang,0,"New / Promising (recent, low frequency & value)"
13360,432,4,6812.8,Melaka,3,At-Risk High Value (lapsing loyal spender)
13361,472,2,1238.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13362,9,7,28356.4,Penang,2,"Champions (recent, frequent, high spend)"
13363,18,3,8600.6,Selangor,0,"New / Promising (recent, low frequency & value)"
13364,71,1,741.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13365,34,2,11545.3,Selangor,0,"New / Promising (recent, low frequency & value)"
13367,432,1,1623.6,Kuala Lumpur,1,Lost / Dormant Low-Value
13368,257,4,4792.1,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
13369,366,1,1418.0,Johor,1,Lost / Dormant Low-Value
13370,372,1,4131.1,Selangor,1,Lost / Dormant Low-Value
13371,505,2,7815.4,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13372,90,1,1793.4,Kuala Lumpur,1,Lost / Dormant Low-Value
13373,61,6,33511.0,Terengganu,2,"Champions (recent, frequent, high spend)"
13374,415,2,1375.4,Selangor,1,Lost / Dormant Low-Value
13375,89,2,7359.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
13376,99,3,4760.7,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13377,397,2,6846.2,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
13379,26,3,3146.5,Johor,0,"New / Promising (recent, low frequency & value)"
13380,433,1,344.4,Selangor,1,Lost / Dormant Low-Value
13381,32,12,35569.5,Penang,2,"Champions (recent, frequent, high spend)"
13382,281,5,7636.1,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13384,31,11,26660.2,Selangor,2,"Champions (recent, frequent, high spend)"
13385,330,1,2683.3,Perak,1,Lost / Dormant Low-Value
13386,414,2,2937.6,Melaka,1,Lost / Dormant Low-Value
13387,417,1,1030.0,Selangor,1,Lost / Dormant Low-Value
13388,131,3,5931.6,Selangor,3,At-Risk High Value (lapsing loyal spender)
13389,11,3,4385.6,Johor,0,"New / Promising (recent, low frequency & value)"
13390,75,1,1017.6,Sarawak,1,Lost / Dormant Low-Value
13392,677,1,494.8,Johor,1,Lost / Dormant Low-Value
13393,584,4,4894.9,Penang,3,At-Risk High Value (lapsing loyal spender)
13394,2,19,30987.0,Selangor,2,"Champions (recent, frequent, high spend)"
13395,185,3,5568.4,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13396,29,2,4459.3,Perak,0,"New / Promising (recent, low frequency & value)"
13397,73,8,7992.5,Johor,3,At-Risk High Value (lapsing loyal spender)
13398,192,2,3675.4,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13399,464,3,1529.4,Negeri Sembilan,1,Lost / Dormant Low-Value
13400,583,1,1718.6,Kuala Lumpur,1,Lost / Dormant Low-Value
13402,127,4,6134.8,Penang,3,At-Risk High Value (lapsing loyal spender)
13403,18,3,1010.4,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13404,1,2,1039.0,Selangor,0,"New / Promising (recent, low frequency & value)"
13405,74,6,4251.2,Perak,3,At-Risk High Value (lapsing loyal spender)
13406,427,1,82.0,Selangor,1,Lost / Dormant Low-Value
13407,599,2,9535.4,Selangor,3,At-Risk High Value (lapsing loyal spender)
13408,2,82,47706.6,Sabah,2,"Champions (recent, frequent, high spend)"
13410,24,7,3172.4,Penang,0,"New / Promising (recent, low frequency & value)"
13411,107,1,1169.5,Selangor,1,Lost / Dormant Low-Value
13412,620,1,2678.4,Penang,1,Lost / Dormant Low-Value
13413,640,5,946.0,Sabah,1,Lost / Dormant Low-Value
13414,134,5,5977.6,Selangor,3,At-Risk High Value (lapsing loyal spender)
13415,630,3,3746.7,Perak,3,At-Risk High Value (lapsing loyal spender)
13416,44,3,2559.8,Negeri Sembilan,0,"New / Promising (recent, low frequency & value)"
13417,5,6,8636.7,Selangor,2,"Champions (recent, frequent, high spend)"
13418,12,31,43280.6,Pahang,2,"Champions (recent, frequent, high spend)"
13419,64,1,1221.5,Perak,1,Lost / Dormant Low-Value
13420,150,2,889.4,Penang,1,Lost / Dormant Low-Value
13421,40,8,18591.7,Johor,2,"Champions (recent, frequent, high spend)"
13422,64,1,12598.6,Johor,3,At-Risk High Value (lapsing loyal spender)
13423,429,1,1202.5,Penang,1,Lost / Dormant Low-Value
13424,450,1,3151.6,Kuala Lumpur,1,Lost / Dormant Low-Value
13425,108,5,14477.0,Johor,3,At-Risk High Value (lapsing loyal spender)
13426,1,22,21268.8,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13427,19,6,4314.6,Perak,0,"New / Promising (recent, low frequency & value)"
13428,10,3,2623.2,Penang,0,"New / Promising (recent, low frequency & value)"
13429,11,4,5129.4,Selangor,0,"New / Promising (recent, low frequency & value)"
13430,19,2,3452.4,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13431,67,8,12160.3,Penang,3,At-Risk High Value (lapsing loyal spender)
13432,571,2,2409.4,Selangor,1,Lost / Dormant Low-Value
13433,501,4,2053.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
13434,74,5,2317.8,Selangor,3,At-Risk High Value (lapsing loyal spender)
13435,5,9,7702.7,Selangor,2,"Champions (recent, frequent, high spend)"
13436,2,1,1087.5,Selangor,0,"New / Promising (recent, low frequency & value)"
13437,14,7,16264.7,Penang,2,"Champions (recent, frequent, high spend)"
13439,255,3,5401.8,Selangor,3,At-Risk High Value (lapsing loyal spender)
13440,423,7,5026.5,Penang,3,At-Risk High Value (lapsing loyal spender)
13441,92,2,3275.0,Selangor,3,At-Risk High Value (lapsing loyal spender)
13442,667,3,1792.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13443,449,6,6088.6,Selangor,3,At-Risk High Value (lapsing loyal spender)
13444,374,2,3382.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
13445,626,1,363.0,Kedah,1,Lost / Dormant Low-Value
13446,430,11,17023.1,Selangor,3,At-Risk High Value (lapsing loyal spender)
13447,23,3,5399.2,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13448,17,12,38936.0,Selangor,2,"Champions (recent, frequent, high spend)"
13449,24,1,1609.3,Selangor,0,"New / Promising (recent, low frequency & value)"
13450,27,13,14272.8,Selangor,2,"Champions (recent, frequent, high spend)"
13451,26,11,38927.9,Perak,2,"Champions (recent, frequent, high spend)"
13453,166,3,4306.9,Sabah,3,At-Risk High Value (lapsing loyal spender)
13454,641,1,1221.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13455,25,6,10633.4,Penang,2,"Champions (recent, frequent, high spend)"
13456,18,6,5590.7,Penang,0,"New / Promising (recent, low frequency & value)"
13457,689,2,556.2,Selangor,1,Lost / Dormant Low-Value
13458,7,16,48392.2,Johor,2,"Champions (recent, frequent, high spend)"
13459,625,2,6329.9,Johor,3,At-Risk High Value (lapsing loyal spender)
13460,29,2,1042.6,Kedah,0,"New / Promising (recent, low frequency & value)"
13461,39,6,4226.0,Selangor,0,"New / Promising (recent, low frequency & value)"
13462,253,5,6335.5,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13464,58,6,14723.9,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
13465,446,2,3093.2,Selangor,1,Lost / Dormant Low-Value
13466,184,5,5022.7,Sabah,3,At-Risk High Value (lapsing loyal spender)
13467,11,2,5884.0,Penang,0,"New / Promising (recent, low frequency & value)"
13468,2,72,64534.2,Johor,2,"Champions (recent, frequent, high spend)"
13469,653,1,451.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13470,99,2,900.0,Selangor,1,Lost / Dormant Low-Value
13471,1,4,13499.9,Sarawak,2,"Champions (recent, frequent, high spend)"
13472,464,2,2999.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13473,61,6,5729.1,Sarawak,3,At-Risk High Value (lapsing loyal spender)
13474,236,3,3543.5,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13475,191,4,7421.0,Johor,3,At-Risk High Value (lapsing loyal spender)
13476,179,5,9921.1,Terengganu,3,At-Risk High Value (lapsing loyal spender)
13477,38,11,13236.4,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13478,469,5,11817.8,Selangor,3,At-Risk High Value (lapsing loyal spender)
13479,201,4,4704.7,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13480,417,2,3452.6,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13481,46,11,21083.8,Kelantan,2,"Champions (recent, frequent, high spend)"
13482,232,2,1843.2,Selangor,1,Lost / Dormant Low-Value
13483,66,1,781.6,Selangor,1,Lost / Dormant Low-Value
13484,241,3,3245.0,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13485,233,11,14549.1,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13486,78,3,6145.8,Selangor,3,At-Risk High Value (lapsing loyal spender)
13487,58,5,4659.0,Johor,3,At-Risk High Value (lapsing loyal spender)
13488,17,23,63358.1,Selangor,2,"Champions (recent, frequent, high spend)"
13489,105,3,911.6,Kelantan,1,Lost / Dormant Low-Value
13490,654,1,847.4,Kuala Lumpur,1,Lost / Dormant Low-Value
13491,52,27,22338.8,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13492,136,3,5088.0,Selangor,3,At-Risk High Value (lapsing loyal spender)
13493,287,1,441.0,Kuala Lumpur,1,Lost / Dormant Low-Value
13494,312,1,1737.0,Penang,1,Lost / Dormant Low-Value
13495,8,10,11743.2,Johor,2,"Champions (recent, frequent, high spend)"
13496,11,2,2915.8,Selangor,0,"New / Promising (recent, low frequency & value)"
13497,283,6,6386.3,Sabah,3,At-Risk High Value (lapsing loyal spender)
13498,730,1,1498.0,Melaka,1,Lost / Dormant Low-Value
13499,18,5,4469.7,Negeri Sembilan,0,"New / Promising (recent, low frequency & value)"
13500,23,4,8043.4,Selangor,0,"New / Promising (recent, low frequency & value)"
13501,288,3,11040.8,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13502,17,5,2786.0,Penang,0,"New / Promising (recent, low frequency & value)"
13503,71,5,9832.3,Sabah,3,At-Risk High Value (lapsing loyal spender)
13504,64,1,1630.4,Negeri Sembilan,0,"New / Promising (recent, low frequency & value)"
13505,73,4,18883.1,Sarawak,3,At-Risk High Value (lapsing loyal spender)
13506,316,5,7091.0,Kedah,3,At-Risk High Value (lapsing loyal spender)
13507,3,4,13607.2,Selangor,2,"Champions (recent, frequent, high spend)"
13508,244,2,1588.3,Selangor,1,Lost / Dormant Low-Value
13509,9,7,4427.6,Selangor,0,"New / Promising (recent, low frequency & value)"
13510,1,11,25158.4,Selangor,2,"Champions (recent, frequent, high spend)"
13511,677,1,260.9,Selangor,1,Lost / Dormant Low-Value
13512,261,4,3687.7,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13513,127,3,3386.8,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
13514,74,4,2214.4,Johor,0,"New / Promising (recent, low frequency & value)"
13515,73,6,6460.9,Kelantan,3,At-Risk High Value (lapsing loyal spender)
13516,21,4,5103.4,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13517,60,3,11652.2,Penang,3,At-Risk High Value (lapsing loyal spender)
13518,86,1,3450.2,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13519,78,2,1888.6,Selangor,0,"New / Promising (recent, low frequency & value)"
13520,59,11,18372.3,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13521,1,3,5873.5,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13522,30,1,695.0,Selangor,0,"New / Promising (recent, low frequency & value)"
13523,33,6,17496.0,Selangor,2,"Champions (recent, frequent, high spend)"
13524,41,5,3706.6,Sabah,0,"New / Promising (recent, low frequency & value)"
13525,15,1,131.8,Johor,0,"New / Promising (recent, low frequency & value)"
13526,738,2,3214.3,Selangor,1,Lost / Dormant Low-Value
13527,34,12,24886.7,Selangor,2,"Champions (recent, frequent, high spend)"
13529,79,2,1132.9,Penang,1,Lost / Dormant Low-Value
13530,634,1,2208.4,Selangor,1,Lost / Dormant Low-Value
13531,205,6,7906.4,Selangor,3,At-Risk High Value (lapsing loyal spender)
13532,34,1,1158.7,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13533,183,3,1483.0,Penang,1,Lost / Dormant Low-Value
13534,2,35,42320.8,Selangor,2,"Champions (recent, frequent, high spend)"
13536,1,7,14535.2,Selangor,2,"Champions (recent, frequent, high spend)"
13537,426,2,3931.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
13538,121,8,10276.0,Sabah,3,At-Risk High Value (lapsing loyal spender)
13539,86,7,7427.8,Kedah,3,At-Risk High Value (lapsing loyal spender)
13540,467,3,3470.8,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13541,427,1,694.2,Pahang,1,Lost / Dormant Low-Value
13542,377,17,19567.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
13543,634,2,2929.6,Kelantan,1,Lost / Dormant Low-Value
13544,40,6,4339.2,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13545,391,2,1975.2,Selangor,1,Lost / Dormant Low-Value
13546,12,5,5408.8,Selangor,0,"New / Promising (recent, low frequency & value)"
13547,408,1,921.8,Selangor,1,Lost / Dormant Low-Value
13548,96,3,4627.5,Selangor,3,At-Risk High Value (lapsing loyal spender)
13549,26,8,5232.1,Sabah,2,"Champions (recent, frequent, high spend)"
13550,383,1,1863.4,Selangor,1,Lost / Dormant Low-Value
13551,319,1,506.1,Selangor,1,Lost / Dormant Low-Value
13552,66,22,20899.0,Selangor,2,"Champions (recent, frequent, high spend)"
13553,675,1,2739.5,Selangor,1,Lost / Dormant Low-Value
13554,380,7,8600.3,Johor,3,At-Risk High Value (lapsing loyal spender)
13555,74,12,28234.3,Selangor,2,"Champions (recent, frequent, high spend)"
13556,429,2,846.8,Negeri Sembilan,1,Lost / Dormant Low-Value
13557,28,13,16061.6,Selangor,2,"Champions (recent, frequent, high spend)"
13558,6,4,3267.4,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13560,7,1,942.0,Sarawak,0,"New / Promising (recent, low frequency & value)"
13561,216,11,9421.5,Selangor,3,At-Risk High Value (lapsing loyal spender)
13562,82,8,21721.2,Selangor,2,"Champions (recent, frequent, high spend)"
13563,84,2,1822.1,Johor,0,"New / Promising (recent, low frequency & value)"
13564,354,36,82516.0,Perak,2,"Champions (recent, frequent, high spend)"
13565,19,3,2282.8,Selangor,0,"New / Promising (recent, low frequency & value)"
13566,41,5,8963.4,Penang,3,At-Risk High Value (lapsing loyal spender)
13567,428,4,5911.7,Terengganu,3,At-Risk High Value (lapsing loyal spender)
13568,173,1,1024.5,Sabah,1,Lost / Dormant Low-Value
13569,17,4,3984.5,Kedah,0,"New / Promising (recent, low frequency & value)"
13570,243,1,1326.8,Selangor,1,Lost / Dormant Low-Value
13571,13,26,24031.3,Selangor,2,"Champions (recent, frequent, high spend)"
13572,206,1,2947.9,Perak,1,Lost / Dormant Low-Value
13573,50,6,3667.7,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13574,411,1,2226.2,Selangor,1,Lost / Dormant Low-Value
13575,23,5,4000.6,Selangor,0,"New / Promising (recent, low frequency & value)"
13576,10,26,17039.1,Selangor,2,"Champions (recent, frequent, high spend)"
13577,25,11,15901.6,Penang,2,"Champions (recent, frequent, high spend)"
13578,409,1,465.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13579,15,5,7249.5,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13580,406,1,591.9,Penang,1,Lost / Dormant Low-Value
13581,309,2,1538.0,Kuala Lumpur,1,Lost / Dormant Low-Value
13582,390,2,1072.2,Johor,1,Lost / Dormant Low-Value
13583,156,2,7916.2,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13584,307,3,2161.8,Penang,3,At-Risk High Value (lapsing loyal spender)
13585,531,3,3726.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
13586,541,1,698.7,Selangor,1,Lost / Dormant Low-Value
13587,64,4,2464.6,Sarawak,0,"New / Promising (recent, low frequency & value)"
13588,16,9,13746.3,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13589,15,5,4890.1,Selangor,0,"New / Promising (recent, low frequency & value)"
13590,11,18,28991.0,Negeri Sembilan,2,"Champions (recent, frequent, high spend)"
13591,65,7,10196.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
13592,36,4,1361.4,Labuan,0,"New / Promising (recent, low frequency & value)"
13593,108,14,28136.7,Selangor,2,"Champions (recent, frequent, high spend)"
13594,53,2,2934.5,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13595,517,3,3943.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
13596,6,2,3654.9,Negeri Sembilan,0,"New / Promising (recent, low frequency & value)"
13597,400,2,1564.9,Kuala Lumpur,1,Lost / Dormant Low-Value
13598,47,5,3479.3,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13599,1,31,33903.3,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13600,312,2,1794.7,Selangor,1,Lost / Dormant Low-Value
13601,45,4,6349.9,Penang,0,"New / Promising (recent, low frequency & value)"
13602,65,4,5628.3,Johor,3,At-Risk High Value (lapsing loyal spender)
13603,26,1,890.6,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13604,659,1,1706.8,Selangor,1,Lost / Dormant Low-Value
13605,387,2,2879.9,Johor,1,Lost / Dormant Low-Value
13606,29,3,1491.1,Selangor,0,"New / Promising (recent, low frequency & value)"
13607,40,2,5905.5,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13608,541,1,1272.2,Selangor,1,Lost / Dormant Low-Value
13609,593,1,921.1,Kuala Lumpur,1,Lost / Dormant Low-Value
13610,12,14,11269.0,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13611,89,10,17182.8,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13612,633,1,4497.4,Kuala Lumpur,1,Lost / Dormant Low-Value
13613,453,5,5685.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
13614,24,6,12530.2,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13615,319,8,32385.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
13616,568,2,1558.5,Selangor,1,Lost / Dormant Low-Value
13617,40,8,5851.4,Terengganu,3,At-Risk High Value (lapsing loyal spender)
13618,174,1,963.6,Selangor,1,Lost / Dormant Low-Value
13619,545,2,1232.5,Selangor,1,Lost / Dormant Low-Value
13620,528,1,287.0,Kuala Lumpur,1,Lost / Dormant Low-Value
13621,117,1,1151.4,Selangor,1,Lost / Dormant Low-Value
13622,696,1,2954.3,Negeri Sembilan,1,Lost / Dormant Low-Value
13623,31,10,10663.5,Selangor,2,"Champions (recent, frequent, high spend)"
13624,388,1,1846.8,Negeri Sembilan,1,Lost / Dormant Low-Value
13625,597,1,1652.6,Selangor,1,Lost / Dormant Low-Value
13626,253,2,3593.7,Selangor,3,At-Risk High Value (lapsing loyal spender)
13627,59,7,10733.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
13628,676,1,1201.6,Selangor,1,Lost / Dormant Low-Value
13629,143,1,1848.8,Sabah,1,Lost / Dormant Low-Value
13630,5,7,5110.9,Selangor,0,"New / Promising (recent, low frequency & value)"
13631,178,1,220.0,Kuala Lumpur,1,Lost / Dormant Low-Value
13632,25,8,18002.1,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13634,33,16,25136.0,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13635,68,4,14975.2,Perak,3,At-Risk High Value (lapsing loyal spender)
13636,37,5,5175.2,Selangor,0,"New / Promising (recent, low frequency & value)"
13637,52,3,4396.0,Selangor,0,"New / Promising (recent, low frequency & value)"
13638,16,1,675.9,Penang,0,"New / Promising (recent, low frequency & value)"
13639,74,2,5117.2,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13641,641,4,3910.8,Pahang,3,At-Risk High Value (lapsing loyal spender)
13642,216,4,2597.3,Sarawak,3,At-Risk High Value (lapsing loyal spender)
13643,31,10,9994.3,Sabah,2,"Champions (recent, frequent, high spend)"
13644,16,4,14379.2,Penang,0,"New / Promising (recent, low frequency & value)"
13645,120,1,277.8,Melaka,1,Lost / Dormant Low-Value
13646,400,2,1792.9,Penang,1,Lost / Dormant Low-Value
13647,10,8,12834.5,Selangor,2,"Champions (recent, frequent, high spend)"
13648,400,8,9349.3,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13649,257,6,7548.9,Penang,3,At-Risk High Value (lapsing loyal spender)
13650,17,10,16310.8,Penang,2,"Champions (recent, frequent, high spend)"
13651,35,3,1244.1,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13652,46,5,12390.2,Sarawak,3,At-Risk High Value (lapsing loyal spender)
13653,488,1,829.8,Selangor,1,Lost / Dormant Low-Value
13654,43,11,28552.6,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13655,114,6,11930.6,Perak,3,At-Risk High Value (lapsing loyal spender)
13656,165,4,5463.4,Johor,3,At-Risk High Value (lapsing loyal spender)
13657,11,2,1187.1,Johor,0,"New / Promising (recent, low frequency & value)"
13658,10,9,26452.0,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13659,206,12,24700.6,Melaka,3,At-Risk High Value (lapsing loyal spender)
13660,400,1,1696.6,Selangor,1,Lost / Dormant Low-Value
13661,603,1,1785.8,Selangor,1,Lost / Dormant Low-Value
13662,86,11,12283.5,Selangor,2,"Champions (recent, frequent, high spend)"
13663,179,5,9360.4,Selangor,3,At-Risk High Value (lapsing loyal spender)
13665,386,3,9325.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
13666,60,5,697.0,Perak,0,"New / Promising (recent, low frequency & value)"
13667,149,1,1639.6,Kuala Lumpur,1,Lost / Dormant Low-Value
13668,3,34,44390.3,Johor,2,"Champions (recent, frequent, high spend)"
13669,51,3,1455.2,Selangor,0,"New / Promising (recent, low frequency & value)"
13670,75,1,1937.4,Selangor,1,Lost / Dormant Low-Value
13671,395,1,942.2,Selangor,1,Lost / Dormant Low-Value
13672,301,3,2011.6,Sarawak,1,Lost / Dormant Low-Value
13673,19,2,1859.5,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
13674,433,1,1311.8,Sabah,1,Lost / Dormant Low-Value
13675,151,2,2676.0,Melaka,3,At-Risk High Value (lapsing loyal spender)
13676,539,2,1045.8,Sarawak,1,Lost / Dormant Low-Value
13677,405,2,3019.6,Selangor,1,Lost / Dormant Low-Value
13678,152,1,1272.0,Selangor,1,Lost / Dormant Low-Value
13679,494,3,1540.2,Pahang,1,Lost / Dormant Low-Value
13680,1,12,26866.4,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13681,18,4,4521.2,Johor,0,"New / Promising (recent, low frequency & value)"
13682,187,1,328.0,Selangor,1,Lost / Dormant Low-Value
13683,458,1,1395.6,Johor,1,Lost / Dormant Low-Value
13684,286,4,2425.6,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13685,3,4,115.0,Negeri Sembilan,0,"New / Promising (recent, low frequency & value)"
13686,183,3,2233.0,Sarawak,3,At-Risk High Value (lapsing loyal spender)
13687,438,1,420.0,Selangor,1,Lost / Dormant Low-Value
13689,63,2,191.8,Kuala Lumpur,1,Lost / Dormant Low-Value
13690,59,1,695.5,Pahang,1,Lost / Dormant Low-Value
13691,396,1,1167.9,Melaka,1,Lost / Dormant Low-Value
13692,25,5,5644.7,Kedah,0,"New / Promising (recent, low frequency & value)"
13693,374,9,10761.2,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
13694,4,48,33909.5,Sarawak,2,"Champions (recent, frequent, high spend)"
13695,31,14,9571.4,Johor,2,"Champions (recent, frequent, high spend)"
13696,666,1,1656.8,Johor,1,Lost / Dormant Low-Value
13697,39,1,830.1,Penang,0,"New / Promising (recent, low frequency & value)"
13698,597,2,2041.3,Selangor,1,Lost / Dormant Low-Value
13699,155,2,3955.0,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13700,26,13,11352.7,Melaka,2,"Champions (recent, frequent, high spend)"
13701,447,1,881.6,Selangor,1,Lost / Dormant Low-Value
13702,446,1,739.2,Selangor,1,Lost / Dormant Low-Value
13703,415,1,1792.1,Johor,1,Lost / Dormant Low-Value
13704,5,9,12104.2,Pahang,2,"Champions (recent, frequent, high spend)"
13705,8,7,6926.2,Johor,2,"Champions (recent, frequent, high spend)"
13706,303,2,3456.6,Johor,3,At-Risk High Value (lapsing loyal spender)
13707,267,5,13890.2,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
13708,271,1,1582.0,Selangor,1,Lost / Dormant Low-Value
13709,4,17,36289.7,Kelantan,2,"Champions (recent, frequent, high spend)"
13710,32,2,883.2,Sarawak,0,"New / Promising (recent, low frequency & value)"
13711,219,9,9540.3,Sarawak,3,At-Risk High Value (lapsing loyal spender)
13712,247,2,3037.1,Sarawak,3,At-Risk High Value (lapsing loyal spender)
13713,408,3,4065.3,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
13714,465,1,883.5,Kuala Lumpur,1,Lost / Dormant Low-Value
13715,281,17,34949.0,Selangor,2,"Champions (recent, frequent, high spend)"
13716,269,1,754.8000000000001,Selangor,1,Lost / Dormant Low-Value
13717,32,8,9559.6,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13718,246,2,1066.8,Kelantan,1,Lost / Dormant Low-Value
13719,15,11,15027.9,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
13720,117,4,3952.4,Johor,3,At-Risk High Value (lapsing loyal spender)
13721,36,2,4068.7,Selangor,0,"New / Promising (recent, low frequency & value)"
13722,132,10,20595.0,Pahang,3,At-Risk High Value (lapsing loyal spender)
13723,217,6,4058.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
13724,637,1,1164.5,Johor,1,Lost / Dormant Low-Value
13725,50,7,8438.2,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
13726,39,2,2521.2,Selangor,0,"New / Promising (recent, low frequency & value)"
13727,29,8,4875.0,Selangor,0,"New / Promising (recent, low frequency & value)"
